,url
3699,<a href=https://www.zomato.com/bangalore/atithi-family-bar-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4OTI5NzI4IiwiMTg1NzcyODQiLCIxODg1NTkyOCIsIjUzNzI4Iiw2MDU4NiwiNjA5NjUiLCIxODgxMjIwMiIsIjE4Mjg1MTE3IiwiMTg3NjgzMDUiLCIxODgzNjYwNiIsIjYwMDY2IiwiMTgwODk3MTkiLCIxODM2NjY5MSIsIjE4Njc3NzM0IiwiMTg0MDM5MjgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Atithi Family Bar & Restaurant</div></a>
3700,<a href=https://www.zomato.com/bangalore/mint-spice-caf%C3%A9-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4ODY4OTEyIiwiMTg4NjY3OTUiLCIxODYxNDM5NCIsIjE4NTIxNjk0IiwxODMzOTg3MCwiMTg2ODQxNzMiLCIxODI4MDYxNSIsIjE4ODc3NzU4IiwiMTg4MDkyNTAiLCIxODY0ODAzOSIsIjUyODI4IiwiMTgyNDY1MzEiLCIxODk0NDA5MyIsIjE4NzkzMzU5IiwiMTg5NDg5NjAiLCIxODcxMDI2MiIsIjE4MzA1NjI0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Mint Spice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant</div></a>
3701,<a href=https://www.zomato.com/bangalore/annapurna-foods-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTkwMDcxIiwiNTk2NDIiLCIxODE2NTc4MSIsIjE4ODg5OTcyIiwxODY2OTA2OCwiMTg0NzY0NzUiLCIxODM0NjM1MyIsIjE4Nzk1Nzg0IiwiMTg4NTc5NjgiLCIxODg2ODM1MiIsIjE4NTcwOTA4IiwiNTU2MjAiLCIxODY2MDYxMiIsIjYxNTExIiwiNTg0NDIiLCIxODU5NTg4OSIsIjUxMzM1IiwiMTg3MTcwODYiLCIxODY4MDIwNSIsIjE4NjM2NjUwIiwiMTg4MDI2OTIiLCIxODg5NTMzNSIsIjU1NDY5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Annapurna Foods</div></a>
3702,<a href=https://www.zomato.com/bangalore/hyderabad-biryaani-palace-bellandur?context=eyJzZSI6eyJlIjpbIjE4Njc3MjYxIiwiNjA2OTAiLCIxODcyODkyMiIsIjE4NDM5NjYwIiwxODM1NzU5NywiMTg1NTkyMzAiLCIxODcxOTc1OCIsIjE4NzQ3MDAyIiwiMTg3MzMxMDkiLCIxODUzMjM4OCIsIjE4NjQxOTEwIiwiMTgzOTY3NzkiLCIxODYyODUwNCIsIjE4Mzk2NzkwIiwiMTg0NDgzNDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Hyderabad Biryaani Palace</div></a>
3703,<a href=https://www.zomato.com/bangalore/china-on-my-plate-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzYzMjUxIiwiMTg0MTg1MjkiLCIxODQzNTY5OCIsIjE4NDg5MTE5IiwxODUxMTk5MiwiMTg2MTU1MzYiLCIxODYyOTg1NyIsIjE4NzcyNzE2IiwiMTg3NzAxNDMiLCIxODc3ODYxMyIsIjE4NzgxNDA0IiwiMTg3ODI2MzgiLCIxODgzNDA0MCIsIjE4ODY2Njg3IiwiMTg4NjI0NTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>China On My Plate</div></a>
3704,<a href=https://www.zomato.com/bangalore/asia-in-a-box-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjY1OTY4IiwiMTg2ODQyMzciLCIxODM5MTAwNyIsIjE4MzUyMTMzIiwxODcyODgyOSwiMTgzOTY2MDQiLCIxODI3MTExMiIsIjE4NTc1MDM1IiwiNTQ0NDAiLCIxODUxODE3MCIsIjE4NDIzNDM2IiwiMTg4NjcxMDUiLCIxODYxMTUxNSIsIjE4ODU2MDEwIiwiMTg2MzUyMjIiLCI1MzMwMSIsIjE4NDg3MTY1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Asia In A Box</div></a>
3705,<a href=https://www.zomato.com/bangalore/bellandur-kitchen-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODAyNjkyIiwiMTg4OTUzMzUiLCI1NTQ2OSIsIjE4NTY4Nzc0IiwxODcxOTAxNCwiMTgzOTEwMTYiLCIxODc2MDI2NiIsIjE4NDg3MTk5IiwiMTg4Njk2MjkiLCIxODcyMDQwMyIsIjE4Mzc2MzUxIiwiNTE5ODgiLCIxODYyMDg1MiIsIjE4Nzg3NzAxIiwiMTg1NTAxMDIiLCIxODE4MTMyMSIsIjE4ODgxMjMyIiwiMTg3NjY1MzEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Bellandur Kitchen</div></a>
3706,<a href=https://www.zomato.com/bangalore/chicken-man-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODkzNDMzIiwiMTg2NDk3NDciLCIxODIxNjY1MiIsIjE4ODY3NzQzIiwxODY5MTUxNiwiMTg5MjgxODUiLCIxODQxNzU2MyIsIjE4ODUzNjA4IiwiNTc1OTYiLCI1NTQ3MCIsIjE4OTMzMjcwIiwiMTg4NDg2ODIiLCIxODcwNjkwMSIsIjE4NDYwMDc2IiwiMTg2NzU2ODQiLCIxODY3OTI4MyIsIjE4Mzc3OTQxIiwiMTg2MjI4MDIiLCIxODY0MjkzMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Chicken Man</div></a>
3707,<a href=https://www.zomato.com/bangalore/the-brewing-bean-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjY3ODYxIiwiNTQ4MzgiLCIxODYyMTgzMSIsIjE4Nzg3NzAxIiwxODYxMzg4NSwiMTgzNzEyOTgiLCIxODcxOTg0NSIsIjUyOTYwIiwiMTc5NDYxMzEiLCIxODQxNzU1NSIsIjE4OTYyMjM3IiwiMTg2MTg3MzMiLCIxODUxODE3MCIsIjE4NjU0MTE4IiwiMTg0MzAzOTAiLCIxODgxMTAzMiIsIjE4NzI1NjY5Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=><div>The Brewing Bean</div></a>
3708,<a href=https://www.zomato.com/bangalore/cuppa-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiw1Nzk5NCwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19><div>Cuppa</div></a>
3709,<a href=https://www.zomato.com/bangalore/mughal-samraj-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTc3OTUwIiwiMTg3MTE5MDciLCIxODQyNDA3MyIsIjE4ODU1ODUzIiwxODc4NDgzMCwiMTg0MjYzNzQiLCIxODcyMzYxNyIsIjE4NzAyNjQ0IiwiMTg3MTE4OTkiLCIxODg2MjM5MSIsIjU2NDQxIiwiMTg3NDQ1MzAiLCIxODc1NjM0NiIsIjE4MzA1NjE0IiwiNjA1OTYiLCIxODcxMTcyMiIsIjE4NTk2ODE3IiwiMTg4MDgwNDQiLCIxODc3NTkyOCIsIjE4ODg2MTExIiwiMTg3NDkzMTUiLCIxODg2ODkxMiIsIjE4ODY2Nzk1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Mughal Samraj</div></a>
3710,<a href=https://www.zomato.com/bangalore/reddys-paradise-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzYyNDMyIiwiMTg1MzkxNjkiLCIxODg3NDI5MSIsIjE4MjUwMTY5IiwxODgwODAzNywiMTg4MDA2NTAiLCIxODUzMTA3NyIsIjE4OTI0NDAzIiwiMTg4MDc3MTMiLCIxODY0NjQ1NSIsIjUzOTEzIiwiNTc5ODAiLCIxODU4ODYyNSIsIjE4NTY1NzAxIiwiMTg2OTIwMzMiLCIxODkyMjQwMCIsIjE4NzIzNDY0IiwiMTg3MjM4MzYiLCIxODczNDgwNCIsIjE4NzE4Njg3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Reddy'S Paradise</div></a>
3711,<a href=https://www.zomato.com/bangalore/mast-kalandar-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4MTA4MDA1IiwiMTgxOTg4OTMiLCIxODQxODU0NSIsIjE4NDIzNjIwIiw1MTQ3OCwiMTg2MDU3MzMiLCIxODUzNDkzMCIsIjE4NTAzNzY1IiwiMTgyNTQ1NjQiLCI2MTMxNCIsIjE4NzEyMTEwIiwiMTg0MTg1NjMiLCIxODQyNjM5MyIsIjE4NTc3ODgxIiwiNTY5MzciLCI1MTg5OCIsIjYwODkxIiwiMTgwNDgyNDUiLCIxNzk3ODM0NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Mast Kalandar</div></a>
3712,<a href=https://www.zomato.com/bangalore/pasta-twist-plus-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjUyNDg0IiwiMTg3MTEyMDQiLCIxODgxODM1MSIsIjE4ODgwMTU2IiwxODc5MzUyMCwiMTg2MjgyMDEiLCIxODcwOTc5NCIsIjUyNTMyIiwiMTg2MzI3MjMiLCIxODY4NDQyMCIsIjE4OTAwOTgyIiwiMTg3NDcyNTgiLCIxODg3OTIwMSIsIjE4NjU2NjUwIiwiMTg2OTk4MTIiLCIxODc2MjUzOCIsIjE4NjY5MDMxIiwiMTg4OTAwMDEiLCIxODYxMjkwOSIsIjE4NTk3NzA1IiwiMTg1NjIyNzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Pasta Twist Plus</div></a>
3713,<a href=https://www.zomato.com/bangalore/nandana-mess-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzEyMDI1IiwiMTg1NzA3NDIiLCIxODU3MTM2MyIsIjU1MDU2Iiw2MDAwOCwiMTgyNDY0OTMiLCIxODc1NDkyNiIsIjE4Nzk5NDMzIiwiMTg4MTIwMzQiLCIxODYyMDM2MSIsIjE4NjIyMjg5IiwiMTg2NDE4OTMiLCIxODY2NTI1NiIsIjE4NzI4NTk4IiwiMTg1MzQ5MzEiLCIxODI3ODI2NSIsIjE4NDMwNzIxIiwiMTg0NDMyNTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Nandana Mess</div></a>
3714,<a href=https://www.zomato.com/bangalore/palki-grand-bellandur?context=eyJzZSI6eyJlIjpbIjUzNDY2IiwiMTg3OTM1MjAiLCIxODg2Nzk0MyIsIjYwMDA4IiwxODIzMjY4MSwiMTg2MTc5NTQiLCIxODcyODU5OCIsIjE4NTQ4MzAyIiwiNjA5NDUiLCIxODU4ODk3NSIsIjU0NzYzIiwiNTU4NzEiLCI1Mjk2MCIsIjE3OTU2Njc0IiwiMTg2MTk1MDgiLCIxODQ1NTU4NyIsIjE3OTQ2MTMxIiwiNTYzMzQiLCI1ODA5OCIsIjE4MzU5MTQwIiwiNTA4MjgiLCIxODU4MjYyNiIsIjE4NTUwMTAyIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Palki Grand</div></a>
3715,<a href=https://www.zomato.com/bangalore/bangalore-agarwal-bhavan-jayanagar?context=eyJzZSI6eyJlIjpbIjUxNzA5IiwiNTA1NDkiLCIxODUyOTA5MCIsIjU0MDg2IiwxODU2MzgxOCwiMTg1NDk4MjIiLCIxODc4OTM3NyIsIjYwNDk3IiwiMTgzNzU0NzQiLCIxODY0NjIzOSIsIjU1OTgxIiwiMTg2Mjg0NTIiLCI1MjI3MyIsIjE4NjM1MTU4IiwiMTg1MTQwNjUiLCIxODg3NzQ2MyIsIjE4NTkzMDQ0IiwiMTgyNjM0MzMiLCIxODI3ODIzMSIsIjE4MzIzNjM5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Bangalore Agarwal Bhavan</div></a>
3716,<a href=https://www.zomato.com/bangalore/flamin-grill-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjIwMzYxIiwiMTg2MjIyODkiLCIxODY0MTg5MyIsIjE4NjY1MjU2IiwxODcyODU5OCwiMTg1MzQ5MzEiLCIxODI3ODI2NSIsIjE4NDMwNzIxIiwiMTg0NDMyNTUiLCIxODU1OTc5MSIsIjE4NTg4OTc1IiwiNTQ5NzAiLCI1NDc2MyIsIjU1ODcxIiwiNTc5MzUiLCI2MDAwMCIsIjYxMzc1IiwiMTg3MzQ1MzEiLCIxODc0MTg5NyIsIjE4NzQ3NDcwIiwiMTg3NzQwNTUiLCIxODc5MTMwNiIsIjE4Nzg5NTQzIiwiMTg4MDY1MDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Flamin Grill</div></a>
3717,<a href=https://www.zomato.com/bangalore/chung-wah-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NjUxMzM3IiwiMTg2OTcyNzciLCIxODc3NzQyOCIsIjU5NjczIiw1MDI4OCwiMTg2MjE4MTkiLCIxODU5NTkwMiIsIjE4NzI5NDc2IiwiMTg3MjcyMDAiLCIxODUzMTY1MCIsIjUxNzA5IiwiNTA1NDkiLCIxODUyOTA5MCIsIjU0MDg2IiwiMTg1NjM4MTgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Chung Wah</div></a>
3718,<a href=https://www.zomato.com/bangalore/spicy-punjabi-pharatha-1-marathahalli?context=eyJzZSI6eyJlIjpbIjU5NjQyIiwiMTgxNjU3ODEiLCIxODg4OTk3MiIsIjE4NjY5MDY4IiwxODQ3NjQ3NSwiMTgzNDYzNTMiLCIxODc5NTc4NCIsIjE4ODU3OTY4IiwiMTg4NjgzNTIiLCIxODU3MDkwOCIsIjU1NjIwIiwiMTg2NjA2MTIiLCI2MTUxMSIsIjU4NDQyIiwiMTg1OTU4ODkiLCI1MTMzNSIsIjE4NzE3MDg2IiwiMTg2ODAyMDUiLCIxODYzNjY1MCIsIjE4ODAyNjkyIiwiMTg4OTUzMzUiLCI1NTQ2OSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Spicy Punjabi Pharatha</div></a>
3719,<a href=https://www.zomato.com/bangalore/palkis-bellandur?context=eyJzZSI6eyJlIjpbIjE4NDg3MTY1IiwiMTg3MTQ0MzMiLCI1MzU5MyIsIjUzODQzIiw1NDc2MywiNTgwOTgiLCIxODM4NzQyNiIsIjE4Mzk2NzgyIiwiMTg3NjI1NzEiLCIxODY4NDgzMCIsIjE4NTI5NTU5IiwiMTg2MjI0MTAiLCI1Njg3NiIsIjE4MzU5ODc4IiwiNTU4NDYiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>Palki'S</div></a>
3720,<a href=https://www.zomato.com/bangalore/al-khwaja-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTU5NzkxIiwiMTg1ODg5NzUiLCI1NDk3MCIsIjU0NzYzIiw1NTg3MSwiNTc5MzUiLCI2MDAwMCIsIjYxMzc1IiwiMTg3MzQ1MzEiLCIxODc0MTg5NyIsIjE4NzQ3NDcwIiwiMTg3NzQwNTUiLCIxODc5MTMwNiIsIjE4Nzg5NTQzIiwiMTg4MDY1MDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Al Khwaja</div></a>
3721,<a href=https://www.zomato.com/bangalore/costa-coffee-bellandur?context=eyJzZSI6eyJlIjpbIjE4Nzg3NzAxIiwiMTg2MTM4ODUiLCIxODM3MTI5OCIsIjE4NzE5ODQ1Iiw1Mjk2MCwiMTc5NDYxMzEiLCIxODQxNzU1NSIsIjE4OTYyMjM3IiwiMTg2MTg3MzMiLCIxODUxODE3MCIsIjE4NjU0MTE4IiwiMTg0MzAzOTAiLCIxODgxMTAzMiIsIjE4NzI1NjY5IiwiMTg2MDIzMDMiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==><div>Costa Coffee</div></a>
3722,<a href=https://www.zomato.com/bangalore/kolkata-famous-kati-roll-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjYwODUwIiwiMTg1NzMwMzEiLCIxODg5NDM3NyIsIjE4MTk4ODc4IiwxODc2NTg4OCwiMTg4MTg4MDMiLCI1NjYxOSIsIjE4NDU4Mzk4IiwiNTg4MzMiLCI1MjgzMSIsIjE4Nzk1NTQ3IiwiNTE4NTAiLCIxODc3OTY1MSIsIjE4NjE1ODQzIiwiMTg1NTE5NDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Kolkata Famous Kati Roll</div></a>
3723,<a href=https://www.zomato.com/bangalore/spice-garden-by-dum-mast-biryani-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjE5NTA4IiwiMTg2NDM2MTAiLCIxODkwODEzMiIsIjE4NTU1NTQ1IiwxODQ1NTU4NywiMTg0NzIzNjgiLCIxNzk0NjEzMSIsIjE4NTEzMzIxIiwiMTg1NzEyODYiLCIxODIwODM3NCIsIjE4NjI4OTEzIiwiMTg1NDk1NzEiLCIxODU2Mjc3MSIsIjE4NjE0MzA4IiwiMTg2OTI5ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Spice Garden By Dum Mast Biryani</div></a>
3724,<a href=https://www.zomato.com/bangalore/cafe-olive-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjEzODg1IiwiMTgzNzEyOTgiLCIxODcxOTg0NSIsIjUyOTYwIiwxNzk0NjEzMSwiMTg0MTc1NTUiLCIxODk2MjIzNyIsIjE4NjE4NzMzIiwiMTg1MTgxNzAiLCIxODY1NDExOCIsIjE4NDMwMzkwIiwiMTg4MTEwMzIiLCIxODcyNTY2OSIsIjE4NjAyMzAzIiwiMTg4ODk0OTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==><div>Cafe Olive</div></a>
3725,<a href=https://www.zomato.com/bangalore/pizza-hut-banashankari?context=eyJzZSI6eyJlIjpbIjE4NjgyMzI5IiwiMTgzNzU0NjIiLCIxODUyMzU5NCIsIjE4Njg4NDg5Iiw1MDc5MCwiMTgzNjY2OTciLCI1OTE4OSIsIjE4NzI4OTc2IiwiNTg1OTIiLCIxODc4NTY0MCIsIjUxNDkwIiwiNTUwMDAiLCIxODY0ODA2MSIsIjE4NjUwODA4IiwiNTIzODkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Pizza Hut</div></a>
3726,<a href=https://www.zomato.com/bangalore/w-xyz-bar-aloft-bengaluru-cessna-business-park-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzE0NDMzIiwiNTM1OTMiLCI1Mzg0MyIsIjU0NzYzIiw1ODA5OCwiMTgzODc0MjYiLCI1MzE0NCIsIjE4Mzk2NzgyIiwiMTg3NjI1NzEiLCIxODY4NDgzMCIsIjE4NTI5NTU5IiwiMTg2MjI0MTAiLCI1Njg3NiIsIjE4MzU5ODc4IiwiNTU4NDYiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>W Xyz Bar - Aloft Bengaluru Cessna Business Park</div></a>
3727,<a href=https://www.zomato.com/bangalore/ghar-ki-rasoi-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzM2MzkyIiwiMTg0MjI4OTgiLCIxODQ4OTMxMyIsIjE4ODA3NTM5IiwxODM1OTE0MCwiMTg3NTM3ODUiLCIxODg4MTM2NyIsIjE4NDcyMzg3IiwiMTg0OTk2OTYiLCIxODYyMDcyMCIsIjE4NTg1NDI4IiwiMTg2NTMwOTUiLCIxODUzMTA2NyIsIjU2ODk3IiwiMTg4OTQ3OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Ghar Ki Rasoi</div></a>
3728,<a href=https://www.zomato.com/bangalore/punjabi-tadka-1-hsr?context=eyJzZSI6eyJlIjpbIjE4NTQzOTgxIiwiNjA5NDEiLCIxODQ5Nzg3MiIsIjE4MjU0NTYyIiw1NTAxNCwiMTg3NTM3NzgiLCIxODU5NzAwMyIsIjU0OTc5IiwiMTg2NTg4ODUiLCIxODYyODY3MSIsIjE4NTEzNzY3IiwiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Punjabi Tadka</div></a>
3729,<a href=https://www.zomato.com/bangalore/al-khansah-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzU3NDQ3IiwiNTg1NzEiLCIxODU5OTgzNyIsIjE4NjUwOTgwIiwxODU4MjYyNiwiMTgzMTM1MTUiLCIxODc3ODE4MiIsIjE4NDIzNDAwIiwiMTgzNzEyNzgiLCI1NjAzOSIsIjE4NzEwNjA5IiwiMTg4NDExMjEiLCIxODgxOTQxNiIsIjE4NTQyNjUzIiwiMTg0MjM0NDAiLCI1MTk4OSIsIjE4NTgwMzAwIiwiMTg3NzE2ODgiLCIxODczODg3MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Al Khansah</div></a>
3730,<a href=https://www.zomato.com/bangalore/apna-veg-dhaba-bellandur?context=eyJzZSI6eyJlIjpbIjE4Mzc2MzUxIiwiNTE5ODgiLCIxODYyMDg1MiIsIjE4Nzg3NzAxIiwxODU1MDEwMiwiMTgxODEzMjEiLCIxODg4MTIzMiIsIjE4NzY2NTMxIiwiNTYwNzIiLCI1Mzg2MCIsIjE4MzMzMTQ3IiwiMTg2NjIyMzAiLCIxODI1MTU5OSIsIjE4Mjk4MjczIiwiMTg2MTk5MjQiLCIxODQxNzU1NSIsIjU2ODE2IiwiMTg4MTk5OTEiLCIxODY1NTAxMCIsIjE4ODkzMTY2IiwiMTgyNDY0ODgiLCIxODYyMTg4MCIsIjE4NTUxNzM5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Apna Veg Dhaba</div></a>
3731,<a href=https://www.zomato.com/bangalore/biriyani-house-2-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTMzMDA4IiwiMTg3NjMzOTciLCIxODU2Mjc2MyIsIjE4ODk1MzQ4IiwxODMzMzE1NywiMTg2ODc2MjUiLCIxODYwODUxMiIsIjE4NTkxMzcwIiwiMTg0MzI5OTUiLCIxODUwMzcyMyIsIjE4NjI3NjI4IiwiMTg1Mzk2NDgiLCIxODY2MzcwNyIsIjE4Nzc0NjA5IiwiMTg3ODk2ODMiLCI1NjU4MyIsIjE4NzYwODAzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Biriyani House</div></a>
3732,<a href=https://www.zomato.com/bangalore/cafe-thulp-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzcxMjk4IiwiMTg3MTk4NDUiLCI1Mjk2MCIsIjE3OTQ2MTMxIiwxODQxNzU1NSwiMTg5NjIyMzciLCIxODYxODczMyIsIjE4NTE4MTcwIiwiMTg2NTQxMTgiLCIxODQzMDM5MCIsIjE4ODExMDMyIiwiMTg3MjU2NjkiLCIxODYwMjMwMyIsIjE4ODg5NDkwIl0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=><div>Cafe Thulp</div></a>
3733,<a href=https://www.zomato.com/bangalore/meghana-biryani-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTk3NjkyIiwiMTgzOTEwMzQiLCIxODM4NzQxNCIsIjUwNDYxIiwxODU3NDI5MSwiMTg3MTg4NzQiLCIxODczNDUxNiIsIjE4NjQxODgwIiwiMTgyODA1ODIiLCIxODY4NDgzMCIsIjU4ODgyIiwiMTg3NTM4NDkiLCIxODc3NzcyNSIsIjE4Nzg1NDU4IiwiMTg1Njc0OTAiLCIxODcwNjExNCIsIjUyNDg0IiwiMTg3MTEyMDQiLCIxODgxODM1MSIsIjE4ODgwMTU2IiwiMTg3OTM1MjAiLCIxODYyODIwMSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Meghana Biryani</div></a>
3734,<a href=https://www.zomato.com/bangalore/shree-khana-khazana-bellandur?context=eyJzZSI6eyJlIjpbIjE4MTczMDkzIiwiMTg4NTY1MzYiLCIxODM1OTg3OCIsIjE4NzQ2OTM4IiwxODU5MDA3MSwiNTk2NDIiLCIxODE2NTc4MSIsIjE4ODg5OTcyIiwiMTg2NjkwNjgiLCIxODQ3NjQ3NSIsIjE4MzQ2MzUzIiwiMTg3OTU3ODQiLCIxODg1Nzk2OCIsIjE4ODY4MzUyIiwiMTg1NzA5MDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Shree Khana Khazana</div></a>
3735,<a href=https://www.zomato.com/bangalore/udupi-aatithya-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjQyMDA4IiwiNTU1NTkiLCIxODgxNDU3MyIsIjE4NTMzMDA4IiwxODc2MzM5NywiMTg1NjI3NjMiLCIxODg5NTM0OCIsIjE4MzMzMTU3IiwiMTg2ODc2MjUiLCIxODYwODUxMiIsIjE4NTkxMzcwIiwiMTg0MzI5OTUiLCIxODUwMzcyMyIsIjE4NjI3NjI4IiwiMTg1Mzk2NDgiLCIxODY2MzcwNyIsIjE4Nzc0NjA5IiwiMTg3ODk2ODMiLCI1NjU4MyIsIjE4NzYwODAzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Udupi Aatithya</div></a>
